Rec #,Lang,Course,Lesson,Cluster,Qz #,Spkr,Cue,Transliteration,MP3 Snippet File Name,MP3 Audio ISBN,Premium ISBN,Skills
1,TA,Tagalog 1,1,,01Q,N,You are American (m).,,9781508298984_Tagalog_Level_1_QM_001.mp3,9781442323445,9781508298984,"10,16"
2,TA,Tagalog 1,1,,01R,M,Amerikano ka.,,9781508298984_Tagalog_Level_1_QM_002.mp3,9781442323445,9781508298984,"10,16"
3,TA,Tagalog 1,1,,02Q,N,I can�t understand.,,9781508298984_Tagalog_Level_1_QM_003.mp3,9781442323445,9781508298984,"10,15,16"
4,TA,Tagalog 1,1,,02R,M,Hindi ako nakakaintindi.,,9781508298984_Tagalog_Level_1_QM_004.mp3,9781442323445,9781508298984,"10,15,16"
5,TA,Tagalog 1,1,,03Q,N,I can�t understand Tagalog.,,9781508298984_Tagalog_Level_1_QM_005.mp3,9781442323445,9781508298984,"10,15,16"
6,TA,Tagalog 1,1,,03R,M,Hindi ako nakakaintindi ng Tagalog.,,9781508298984_Tagalog_Level_1_QM_006.mp3,9781442323445,9781508298984,"10,15,16"
7,TA,Tagalog 1,1,,04Q,N,I can understand English.,,9781508298984_Tagalog_Level_1_QM_007.mp3,9781442323445,9781508298984,15
8,TA,Tagalog 1,1,,04R,M,Nakakaintindi ako ng Ingles.,,9781508298984_Tagalog_Level_1_QM_008.mp3,9781442323445,9781508298984,15
9,TA,Tagalog 1,1,,05Q,N,I can understand a little Tagalog.,,9781508298984_Tagalog_Level_1_QM_009.mp3,9781442323445,9781508298984,"10,13,15,16"
10,TA,Tagalog 1,1,,05R,F,Nakakaintindi ako ng kaunting Tagalog.,,9781508298984_Tagalog_Level_1_QM_010.mp3,9781442323445,9781508298984,"10,13,15,16"
11,TA,Tagalog 1,1,,06Q,N,Good day.,,9781508298984_Tagalog_Level_1_QM_011.mp3,9781442323445,9781508298984,"10,16,17"
12,TA,Tagalog 1,1,,06R,F,Magandang tanghali.,,9781508298984_Tagalog_Level_1_QM_012.mp3,9781442323445,9781508298984,"10,16,17"
13,TA,Tagalog 1,1,,07Q,N,You can understand.,,9781508298984_Tagalog_Level_1_QM_013.mp3,9781442323445,9781508298984,15
14,TA,Tagalog 1,1,,07R,F,Nakakaintindi ka.,,9781508298984_Tagalog_Level_1_QM_014.mp3,9781442323445,9781508298984,15
15,TA,Tagalog 1,1,,08Q,N,Can you understand English?,,9781508298984_Tagalog_Level_1_QM_015.mp3,9781442323445,9781508298984,"10,13,15,16"
16,TA,Tagalog 1,1,,08R,F,Nakakaintindi ka ba ng Ingles?,,9781508298984_Tagalog_Level_1_QM_016.mp3,9781442323445,9781508298984,"10,13,15,16"
