Rec #,Lang,Course,Lesson,Cluster,Qz #,Spkr,Cue,Transliteration,MP3 Snippet File Name,MP3 Audio ISBN,Premium ISBN,Skills
1,EA,Eastern Arabic 1,1,,01Q,N,I know Arabic.,,9781797115108_Eastern_Arabic_1_QZ_001.mp3,9781442306554,9781797115108,15
2,EA,Eastern Arabic 1,1,,01R,F,أنا بعرف عَرَبي.,ana ba`ref `arabi.,9781797115108_Eastern_Arabic_1_QZ_002.mp3,9781442306554,9781797115108,15
3,EA,Eastern Arabic 1,1,,02Q,N,I know a little.,,9781797115108_Eastern_Arabic_1_QZ_003.mp3,9781442306554,9781797115108,"7,16"
4,EA,Eastern Arabic 1,1,,02R,F,أنا بعرف شويّه.,ana ba`ref shwayyeh.,9781797115108_Eastern_Arabic_1_QZ_004.mp3,9781442306554,9781797115108,"7,16"
5,EA,Eastern Arabic 1,1,,03Q,N,I don’t know.,,9781797115108_Eastern_Arabic_1_QZ_005.mp3,9781442306554,9781797115108,"7,16"
6,EA,Eastern Arabic 1,1,,03R,F,أنا ما بعرف.,ana maa ba`ref.,9781797115108_Eastern_Arabic_1_QZ_006.mp3,9781442306554,9781797115108,"7,16"
7,EA,Eastern Arabic 1,1,,04Q,N,You're American. (m),,9781797115108_Eastern_Arabic_1_QZ_007.mp3,9781442306554,9781797115108,13
8,EA,Eastern Arabic 1,1,,04R,F,إنت أميركي.,inteh amerki.,9781797115108_Eastern_Arabic_1_QZ_008.mp3,9781442306554,9781797115108,13
9,EA,Eastern Arabic 1,1,,05Q,N,Are you American? (m),,9781797115108_Eastern_Arabic_1_QZ_009.mp3,9781442306554,9781797115108,13
10,EA,Eastern Arabic 1,1,,05R,F,إنت أميركي؟,inteh amerki?,9781797115108_Eastern_Arabic_1_QZ_010.mp3,9781442306554,9781797115108,13
11,EA,Eastern Arabic 1,1,,06Q,N,Do you understand? (m),,9781797115108_Eastern_Arabic_1_QZ_011.mp3,9781442306554,9781797115108,"10,15,16"
12,EA,Eastern Arabic 1,1,,06R,M,إنت بْتَعْرِف؟,inteh bta`ref?,9781797115108_Eastern_Arabic_1_QZ_012.mp3,9781442306554,9781797115108,"10,15,16"
