Rec #,Lang,Course,Lesson,Cluster,Qz #,Spkr,Cue,Transliteration,MP3 Snippet File Name,MP3 Audio ISBN,Premium ISBN,Skills
1,SC,Spanish (Spain-Castilian) 1,1,,01Q,N,I understand Spanish.,,9781797129402_Spanish_(Spain-Castilian)_1_QZ_001.mp3,9781442355408,9781797129402,15
2,SC,Spanish (Spain-Castilian) 1,1,,01R,F,Entiendo español.,,9781797129402_Spanish_(Spain-Castilian)_1_QZ_002.mp3,9781442355408,9781797129402,15
3,SC,Spanish (Spain-Castilian) 1,1,,02Q,N,I understand a little Spanish.,,9781797129402_Spanish_(Spain-Castilian)_1_QZ_003.mp3,9781442355408,9781797129402,"15,16"
4,SC,Spanish (Spain-Castilian) 1,1,,02R,F,Entiendo un poco de español.,,9781797129402_Spanish_(Spain-Castilian)_1_QZ_004.mp3,9781442355408,9781797129402,"15,16"
5,SC,Spanish (Spain-Castilian) 1,1,,03Q,N,Do you understand a little English?,,9781797129402_Spanish_(Spain-Castilian)_1_QZ_005.mp3,9781442355408,9781797129402,"15,16"
6,SC,Spanish (Spain-Castilian) 1,1,,03R,F,¿Entiende un poco de inglés?,,9781797129402_Spanish_(Spain-Castilian)_1_QZ_006.mp3,9781442355408,9781797129402,"15,16"
7,SC,Spanish (Spain-Castilian) 1,1,,04Q,N,Are you American? (m),,9781797129402_Spanish_(Spain-Castilian)_1_QZ_007.mp3,9781442355408,9781797129402,10
8,SC,Spanish (Spain-Castilian) 1,1,,04R,F,¿Es usted norteamericano?,,9781797129402_Spanish_(Spain-Castilian)_1_QZ_008.mp3,9781442355408,9781797129402,10
9,SC,Spanish (Spain-Castilian) 1,1,,05Q,N,Do you speak English?,,9781797129402_Spanish_(Spain-Castilian)_1_QZ_009.mp3,9781442355408,9781797129402,"10,15,16"
10,SC,Spanish (Spain-Castilian) 1,1,,05R,F,¿Habla inglés?,,9781797129402_Spanish_(Spain-Castilian)_1_QZ_010.mp3,9781442355408,9781797129402,"10,15,16"
11,SC,Spanish (Spain-Castilian) 1,1,,06Q,N,I speak English.,,9781797129402_Spanish_(Spain-Castilian)_1_QZ_011.mp3,9781442355408,9781797129402,"15,16"
12,SC,Spanish (Spain-Castilian) 1,1,,06R,M,Hablo inglés.,,9781797129402_Spanish_(Spain-Castilian)_1_QZ_012.mp3,9781442355408,9781797129402,"15,16"
