Rec #,Lang,Course,Lesson,Cluster,Qz #,Spkr,Cue,Transliteration,MP3 Snippet File Name,MP3 Audio ISBN,Premium ISBN,Skills
1 ,HE,Hebrew 1,1 ,,01Q,N,I’m American. (m),,9781797114446_Hebrew_1_QZ_001.mp3,9781442330436,9781797115214,"10,16"
2 ,HE,Hebrew 1,1 ,,01R,M,אני אמריקאי.,Ani Amereeka'i.,9781797114446_Hebrew_1_QZ_002.mp3,9781442330436,9781797115214,"10,16"
3 ,HE,Hebrew 1,1 ,,02Q,N,I don’t understand. (m),,9781797114446_Hebrew_1_QZ_003.mp3,9781442330436,9781797115214,"15,16"
4 ,HE,Hebrew 1,1 ,,02R,M,אני לא מבין.,Ani lo mevin.,9781797114446_Hebrew_1_QZ_004.mp3,9781442330436,9781797115214,"15,16"
5 ,HE,Hebrew 1,1 ,,03Q,N,I understand a little Hebrew. (m),,9781797114446_Hebrew_1_QZ_005.mp3,9781442330436,9781797115214,"15,16"
6 ,HE,Hebrew 1,1 ,,03R,M,אני מבין קצת עברית.,Ani mevin ktsat Ivrit.,9781797114446_Hebrew_1_QZ_006.mp3,9781442330436,9781797115214,"15,16"
7 ,HE,Hebrew 1,1 ,,04Q,N,I understand a little Hebrew. (f),,9781797114446_Hebrew_1_QZ_007.mp3,9781442330436,9781797115214,"15,16"
8 ,HE,Hebrew 1,1 ,,04R,F,אני מבינה קצת עברית.,Ani mevina ktsat Ivrit.,9781797114446_Hebrew_1_QZ_008.mp3,9781442330436,9781797115214,"15,16"
9 ,HE,Hebrew 1,1 ,,05Q,N,I don’t understand. (f),,9781797114446_Hebrew_1_QZ_009.mp3,9781442330436,9781797115214,"15,16"
10 ,HE,Hebrew 1,1 ,,05R,F,אני לא מבינה.,Ani lo mevina.,9781797114446_Hebrew_1_QZ_010.mp3,9781442330436,9781797115214,"15,16"
11 ,HE,Hebrew 1,1 ,,06Q,N,You understand. (f),,9781797114446_Hebrew_1_QZ_011.mp3,9781442330436,9781797115214,15
12 ,HE,Hebrew 1,1 ,,06R,F,את מבינה.,At mevina.,9781797114446_Hebrew_1_QZ_012.mp3,9781442330436,9781797115214,15
13 ,HE,Hebrew 1,1 ,,07Q,N,Do you understand? (f),,9781797114446_Hebrew_1_QZ_013.mp3,9781442330436,9781797115214,"10,15,16"
14 ,HE,Hebrew 1,1 ,,07R,F,את מבינה?,At mevina?,9781797114446_Hebrew_1_QZ_014.mp3,9781442330436,9781797115214,"10,15,16"
15 ,HE,Hebrew 1,1 ,,08Q,N,Do you understand? (m),,9781797114446_Hebrew_1_QZ_015.mp3,9781442330436,9781797115214,"10,15,16"
16 ,HE,Hebrew 1,1 ,,08R,F,אתה מבין?,Ata mevin?,9781797114446_Hebrew_1_QZ_016.mp3,9781442330436,9781797115214,"10,15,16"
17 ,HE,Hebrew 1,1 ,,09Q,N,Do you understand English? (f),,9781797114446_Hebrew_1_QZ_017.mp3,9781442330436,9781797115214,"10,15,16"
18 ,HE,Hebrew 1,1 ,,09R,M,את מבינה אנגלית?,At mevina Anglit?,9781797114446_Hebrew_1_QZ_018.mp3,9781442330436,9781797115214,"10,15,16"
19 ,HE,Hebrew 1,1 ,,10Q,N,Do you understand English? (m),,9781797114446_Hebrew_1_QZ_019.mp3,9781442330436,9781797115214,"10,15,16"
20 ,HE,Hebrew 1,1 ,,10R,M,אתה מבין אנגלית?,Ata mevin Anglit?,9781797114446_Hebrew_1_QZ_020.mp3,9781442330436,9781797115214,"10,15,16"
