Rec #,Lang,Course,Lesson,Cluster,Qz #,Spkr,Cue,Transliteration,MP3 Snippet File Name,MP3 Audio ISBN,Premium ISBN,Skills
1,MSA,MSA 2,1,,01Q,N,We ate at a nice restaurant.,,9781797112244_Arabic_Modern_Standard_2_QZ_001.mp3,9781442376588,9781797112244,6
2,MSA,MSA 2,1,,01R,F,أكلنا في مطعم لطيف.,akalnaa fii maT`am laTiif.,9781797112244_Arabic_Modern_Standard_2_QZ_002.mp3,9781442376588,9781797112244,6
3,MSA,MSA 2,1,,02Q,N,Did you eat this morning? (m),,9781797112244_Arabic_Modern_Standard_2_QZ_003.mp3,9781442376588,9781797112244,"6,17"
4,MSA,MSA 2,1,,02R,F,أكلتَ اليوم صَباحاً؟,akalta al-yawm SabaaHan?,9781797112244_Arabic_Modern_Standard_2_QZ_004.mp3,9781442376588,9781797112244,"6,17"
5,MSA,MSA 2,1,,03Q,N,We went to the city last night.,,9781797112244_Arabic_Modern_Standard_2_QZ_005.mp3,9781442376588,9781797112244,18
6,MSA,MSA 2,1,,03R,F,ذَهَبنا إلى المدينة أمس مساءً.,dhahabnaa ilaa al-madiina ams masaa’an.,9781797112244_Arabic_Modern_Standard_2_QZ_006.mp3,9781442376588,9781797112244,18
7,MSA,MSA 2,1,,04Q,N,We bought a nice book.,,9781797112244_Arabic_Modern_Standard_2_QZ_007.mp3,9781442376588,9781797112244,"1,14"
8,MSA,MSA 2,1,,04R,F,اشترينا كتاب لطيف.,ishtaraynaa kitaab laTiif.,9781797112244_Arabic_Modern_Standard_2_QZ_008.mp3,9781442376588,9781797112244,"1,14"
9,MSA,MSA 2,1,,05Q,N,I bought a Lebanese newspaper.,,9781797112244_Arabic_Modern_Standard_2_QZ_009.mp3,9781442376588,9781797112244,14
10,MSA,MSA 2,1,,05R,F,اشتريتُ جريدة لُبنانية.,ishtaraytu jariida lubnaaniyya.,9781797112244_Arabic_Modern_Standard_2_QZ_010.mp3,9781442376588,9781797112244,14
11,MSA,MSA 2,1,,06Q,N,I didn't speak English.,,9781797112244_Arabic_Modern_Standard_2_QZ_011.mp3,9781442376588,9781797112244,15
12,MSA,MSA 2,1,,06R,M,ما تكلّمتُ إنكليزي.,maa takallamtu ingliizii.,9781797112244_Arabic_Modern_Standard_2_QZ_012.mp3,9781442376588,9781797112244,15
13,MSA,MSA 2,1,,07Q,N,Did you speak English? (f),,9781797112244_Arabic_Modern_Standard_2_QZ_013.mp3,9781442376588,9781797112244,15
14,MSA,MSA 2,1,,07R,M,تكلّمتِ إنكليزي؟,takallamti ingliizii?,9781797112244_Arabic_Modern_Standard_2_QZ_014.mp3,9781442376588,9781797112244,15
15,MSA,MSA 2,1,,08Q,N,I spoke Arabic a little.,,9781797112244_Arabic_Modern_Standard_2_QZ_015.mp3,9781442376588,9781797112244,15
16,MSA,MSA 2,1,,08R,M,تكلمتُ  عربي قليلاً.,takallamtu `arabii qaliilan.,9781797112244_Arabic_Modern_Standard_2_QZ_016.mp3,9781442376588,9781797112244,15
17,MSA,MSA 2,1,,09Q,N,I like Damascus a lot.,,9781797112244_Arabic_Modern_Standard_2_QZ_017.mp3,9781442376588,9781797112244,18
18,MSA,MSA 2,1,,09R,M,أحبُّ دمشق كثيراً.,uHibbu dimashq kathiiran,9781797112244_Arabic_Modern_Standard_2_QZ_018.mp3,9781442376588,9781797112244,18
19,MSA,MSA 2,1,,10Q,N,I want to spend two days here.,,9781797112244_Arabic_Modern_Standard_2_QZ_019.mp3,9781442376588,9781797112244,12
20,MSA,MSA 2,1,,10R,M,أريدُ أن أقضي يومين هنا.,uriidu an aqDii yawmayn huna.,9781797112244_Arabic_Modern_Standard_2_QZ_020.mp3,9781442376588,9781797112244,12
21,MSA,MSA 2,2,,01Q,N,I ate breakfast at the hotel.,,9781797112244_Arabic_Modern_Standard_2_QZ_021.mp3,9781442376588,9781797112244,"6,18"
22,MSA,MSA 2,2,,01R,F,أفطرتُ في الفندق.,afTartu fil-fundoq.,9781797112244_Arabic_Modern_Standard_2_QZ_022.mp3,9781442376588,9781797112244,"6,18"
23,MSA,MSA 2,2,,02Q,N,We've been here for two days.,,9781797112244_Arabic_Modern_Standard_2_QZ_023.mp3,9781442376588,9781797112244,12
24,MSA,MSA 2,2,,02R,F,نحنُ هنا منذ يومين.,naHnu huna mundhu yawmayn.,9781797112244_Arabic_Modern_Standard_2_QZ_024.mp3,9781442376588,9781797112244,12
25,MSA,MSA 2,2,,03Q,N,Does she speak Arabic?,,9781797112244_Arabic_Modern_Standard_2_QZ_025.mp3,9781442376588,9781797112244,15
26,MSA,MSA 2,2,,03R,F,هل تتكلمُ عربي؟,hal tatakallamu `arabii?,9781797112244_Arabic_Modern_Standard_2_QZ_026.mp3,9781442376588,9781797112244,15
27,MSA,MSA 2,2,,04Q,N,He doesn't speak Arabic.,,9781797112244_Arabic_Modern_Standard_2_QZ_027.mp3,9781442376588,9781797112244,15
28,MSA,MSA 2,2,,04R,F,لا يتكلّمُ عربي.,laa yatakallamu `arabii.,9781797112244_Arabic_Modern_Standard_2_QZ_028.mp3,9781442376588,9781797112244,15
29,MSA,MSA 2,2,,05Q,N,We bought a nice book also.,,9781797112244_Arabic_Modern_Standard_2_QZ_029.mp3,9781442376588,9781797112244,14
30,MSA,MSA 2,2,,05R,F,اشترينا كتاب لطيف أيضاً.,ishtaraynaa kitaab laTiif ayDan.,9781797112244_Arabic_Modern_Standard_2_QZ_030.mp3,9781442376588,9781797112244,14
31,MSA,MSA 2,2,,06Q,N,I didn't eat breakfast this morning.,,9781797112244_Arabic_Modern_Standard_2_QZ_031.mp3,9781442376588,9781797112244,"6,17"
32,MSA,MSA 2,2,,06R,M,ما أفطرتُ اليوم صباحاً.,maa afTartu al-yawm SabaaHan.,9781797112244_Arabic_Modern_Standard_2_QZ_032.mp3,9781442376588,9781797112244,"6,17"
33,MSA,MSA 2,2,,07Q,N,We didn't speak English.,,9781797112244_Arabic_Modern_Standard_2_QZ_033.mp3,9781442376588,9781797112244,15
34,MSA,MSA 2,2,,07R,M,ما تكلمنا إنكليزي.,maa takallamnaa ingliizii.,9781797112244_Arabic_Modern_Standard_2_QZ_034.mp3,9781442376588,9781797112244,15
35,MSA,MSA 2,2,,08Q,N,She lives in Damascus.,,9781797112244_Arabic_Modern_Standard_2_QZ_035.mp3,9781442376588,9781797112244,18
36,MSA,MSA 2,2,,08R,M,تسكنُ في دمشق.,taskunu fii dimashq.,9781797112244_Arabic_Modern_Standard_2_QZ_036.mp3,9781442376588,9781797112244,18
37,MSA,MSA 2,2,,09Q,N,She lives with her female friends.,,9781797112244_Arabic_Modern_Standard_2_QZ_037.mp3,9781442376588,9781797112244,5
38,MSA,MSA 2,2,,09R,M,تسكنُ مع صديقاتِها.,taskunu ma`a Sadiiqaatihaa.,9781797112244_Arabic_Modern_Standard_2_QZ_038.mp3,9781442376588,9781797112244,5
39,MSA,MSA 2,2,,10Q,N,He wants to see his friends.,,9781797112244_Arabic_Modern_Standard_2_QZ_039.mp3,9781442376588,9781797112244,5
40,MSA,MSA 2,2,,10R,M,يريدُ أن يرى أصدقاءَهُ.,yuriidu an yaraa aSdiqaa’ahu.,9781797112244_Arabic_Modern_Standard_2_QZ_040.mp3,9781442376588,9781797112244,5
41,MSA,MSA 2,3,,01Q,N,I ate breakfast with my son at a good restaurant.,,9781797112244_Arabic_Modern_Standard_2_QZ_041.mp3,9781442376588,9781797112244,"5,6"
42,MSA,MSA 2,3,,01R,F,أفطرتُ مع إبني في مطعم جيّد.,afTartu ma`a ibnii fii maT`am jayyid.,9781797112244_Arabic_Modern_Standard_2_QZ_042.mp3,9781442376588,9781797112244,"5,6"
43,MSA,MSA 2,3,,02Q,N,Tonight I will eat dinner with my daughter.,,9781797112244_Arabic_Modern_Standard_2_QZ_043.mp3,9781442376588,9781797112244,"5,6"
44,MSA,MSA 2,3,,02R,F,اليوم مساءً سأتعشى مع بنتي.,al-yawm massaa’an sa-ata`ash-shaa ma`a bintii.,9781797112244_Arabic_Modern_Standard_2_QZ_044.mp3,9781442376588,9781797112244,"5,6"
45,MSA,MSA 2,3,,03Q,N,This morning I saw my friends.,,9781797112244_Arabic_Modern_Standard_2_QZ_045.mp3,9781442376588,9781797112244,"5,17"
46,MSA,MSA 2,3,,03R,F,اليوم صَباحاً رأيتُ أصدِقائي.,al-yawm SabaaHan ra’aytu aSdiqaa’ii.,9781797112244_Arabic_Modern_Standard_2_QZ_046.mp3,9781442376588,9781797112244,"5,17"
47,MSA,MSA 2,3,,04Q,N,Did he rent a car?,,9781797112244_Arabic_Modern_Standard_2_QZ_047.mp3,9781442376588,9781797112244,18
48,MSA,MSA 2,3,,04R,F,هل استأجَرَ سيارة؟,hal ista’jara sayyaara?,9781797112244_Arabic_Modern_Standard_2_QZ_048.mp3,9781442376588,9781797112244,18
49,MSA,MSA 2,3,,05Q,N,Does he speak English?,,9781797112244_Arabic_Modern_Standard_2_QZ_049.mp3,9781442376588,9781797112244,15
50,MSA,MSA 2,3,,05R,F,هل يتكلمُ إنكليزي؟,hal yatakallamu ingliizii?,9781797112244_Arabic_Modern_Standard_2_QZ_050.mp3,9781442376588,9781797112244,15
51,MSA,MSA 2,3,,06Q,N,We don’t need a driver.,,9781797112244_Arabic_Modern_Standard_2_QZ_051.mp3,9781442376588,9781797112244,"16,18"
52,MSA,MSA 2,3,,06R,M,لا نحتاجُ إلى سائِق.,laa naHtaaju ilaa saa`iq.,9781797112244_Arabic_Modern_Standard_2_QZ_052.mp3,9781442376588,9781797112244,"16,18"
53,MSA,MSA 2,3,,07Q,N,I saw a lot of things today.,,9781797112244_Arabic_Modern_Standard_2_QZ_053.mp3,9781442376588,9781797112244,1
54,MSA,MSA 2,3,,07R,M,رأيتُ أشياء كثيرة اليوم.,ra’aytu ashyaa’ kathiira al-yawm.,9781797112244_Arabic_Modern_Standard_2_QZ_054.mp3,9781442376588,9781797112244,1
55,MSA,MSA 2,3,,08Q,N,I will eat dinner with my daughter.,,9781797112244_Arabic_Modern_Standard_2_QZ_055.mp3,9781442376588,9781797112244,"5,6"
56,MSA,MSA 2,3,,08R,M,سأتعشى مع بنتي.,sa-ata`ash-shaa ma`a bintii.,9781797112244_Arabic_Modern_Standard_2_QZ_056.mp3,9781442376588,9781797112244,"5,6"
57,MSA,MSA 2,3,,09Q,N,We spoke Arabic with the waiter.,,9781797112244_Arabic_Modern_Standard_2_QZ_057.mp3,9781442376588,9781797112244,15
58,MSA,MSA 2,3,,09R,M,تكلمنا عربي مع النادِل.,takallamnaa `arabii ma`a an-naadil.,9781797112244_Arabic_Modern_Standard_2_QZ_058.mp3,9781442376588,9781797112244,15
59,MSA,MSA 2,3,,10Q,N,She wants to see her female Syrian friends.,,9781797112244_Arabic_Modern_Standard_2_QZ_059.mp3,9781442376588,9781797112244,5
