Rec #,Lang,Course,Lesson,Cluster,Qz #,Spkr,Cue,Transliteration,MP3 Snippet File Name,MP3 Audio ISBN,Premium ISBN,Skills
1,KO,Korean 1,1,,01Q,N,"No, I can�t.",,9781508298205_Korean_Level_1_QM_001.mp3,9781508217916,9781797103051,"15,16"
2,KO,Korean 1,1,,01R,F,"___, _ __","aniyo, mot haeyo.",9781508298205_Korean_Level_1_QM_002.mp3,9781508217916,9781797103051,"15,16"
3,KO,Korean 1,1,,02Q,N,Hello.,,9781508298205_Korean_Level_1_QM_003.mp3,9781508217916,9781797103051,"10,13,16"
4,KO,Korean 1,1,,02R,F,_____.,annyong haseyo.,9781508298205_Korean_Level_1_QM_004.mp3,9781508217916,9781797103051,"10,13,16"
5,KO,Korean 1,1,,03Q,N,Do you speak Korean?,,9781508298205_Korean_Level_1_QM_005.mp3,9781508217916,9781797103051,"10,13,15,16"
6,KO,Korean 1,1,,03R,F,___ ___?,hankuk mal haseyo?,9781508298205_Korean_Level_1_QM_006.mp3,9781508217916,9781797103051,"10,13,15,16"
7,KO,Korean 1,1,,04Q,N,Do you speak English?,,9781508298205_Korean_Level_1_QM_007.mp3,9781508217916,9781797103051,"10,13,15,16"
8,KO,Korean 1,1,,04R,F,__ ___?,youngeo haseyo?,9781508298205_Korean_Level_1_QM_008.mp3,9781508217916,9781797103051,"10,13,15,16"
9,KO,Korean 1,1,,05Q,N,A little.,,9781508298205_Korean_Level_1_QM_009.mp3,9781508217916,9781797103051,"7,15,16"
10,KO,Korean 1,1,,05R,F,___.,jokeum yo.,9781508298205_Korean_Level_1_QM_010.mp3,9781508217916,9781797103051,"7,15,16"
11,KO,Korean 1,1,,06Q,N,I can�t speak Korean.,,9781508298205_Korean_Level_1_QM_011.mp3,9781508217916,9781797103051,"15,16"
12,KO,Korean 1,1,,06R,M,___ _ __.,hankuk mal mot haeyo.,9781508298205_Korean_Level_1_QM_012.mp3,9781508217916,9781797103051,"15,16"
