Rec #,Lang,Course,Lesson,Cluster,Qz #,Spkr,Cue,Transliteration,MP3 Snippet File Name,MP3 Audio ISBN,Premium ISBN,Skills
1,NO,Norwegian 1,1,,01Q,N,You are American.,,9781508296782_Norwegian_Level_1_QM_001.mp3,9781442321960,9781508296782,"10,13"
2,NO,Norwegian 1,1,,01R,F,Du er amerikansk.,,9781508296782_Norwegian_Level_1_QM_002.mp3,9781442321960,9781508296782,"10,13"
3,NO,Norwegian 1,1,,02Q,N,Are you American?,,9781508296782_Norwegian_Level_1_QM_003.mp3,9781442321960,9781508296782,"10,13"
4,NO,Norwegian 1,1,,02R,F,Er du amerikansk?,,9781508296782_Norwegian_Level_1_QM_004.mp3,9781442321960,9781508296782,"10,13"
5,NO,Norwegian 1,1,,03Q,N,Do you understand English?,,9781508296782_Norwegian_Level_1_QM_005.mp3,9781442321960,9781508296782,"10,15,16"
6,NO,Norwegian 1,1,,03R,F,Forst�r du engelsk?,,9781508296782_Norwegian_Level_1_QM_006.mp3,9781442321960,9781508296782,"10,15,16"
7,NO,Norwegian 1,1,,04Q,N,I don�t understand Norwegian.,,9781508296782_Norwegian_Level_1_QM_007.mp3,9781442321960,9781508296782,"10,15,16"
8,NO,Norwegian 1,1,,04R,F,Jeg forst�r ikke norsk.,,9781508296782_Norwegian_Level_1_QM_008.mp3,9781442321960,9781508296782,"10,15,16"
9,NO,Norwegian 1,1,,05Q,N,I understand a little Norwegian,,9781508296782_Norwegian_Level_1_QM_009.mp3,9781442321960,9781508296782,"10,15,16"
10,NO,Norwegian 1,1,,05R,F,Jeg forst�r litt norsk.,,9781508296782_Norwegian_Level_1_QM_010.mp3,9781442321960,9781508296782,"10,15,16"
11,NO,Norwegian 1,1,,06Q,N,You understand English.,,9781508296782_Norwegian_Level_1_QM_011.mp3,9781442321960,9781508296782,15
12,NO,Norwegian 1,1,,06R,M,Du forst�r engelsk.,,9781508296782_Norwegian_Level_1_QM_012.mp3,9781442321960,9781508296782,15
13,NO,Norwegian 1,1,,07Q,N,I understand Norwegian.,,9781508296782_Norwegian_Level_1_QM_013.mp3,9781442321960,9781508296782,"10,15"
14,NO,Norwegian 1,1,,07R,M,Jeg forst�r norsk.,,9781508296782_Norwegian_Level_1_QM_014.mp3,9781442321960,9781508296782,"10,15"
15,NO,Norwegian 1,1,,08Q,N,Do you understand Norwegian?,,9781508296782_Norwegian_Level_1_QM_015.mp3,9781442321960,9781508296782,"10,15"
16,NO,Norwegian 1,1,,08R,M,Forst�r du norsk?,,9781508296782_Norwegian_Level_1_QM_016.mp3,9781442321960,9781508296782,"10,15"
17,NO,Norwegian 1,1,,09Q,N,"No, I don�t understand.",,9781508296782_Norwegian_Level_1_QM_017.mp3,9781442321960,9781508296782,"10,15,16"
18,NO,Norwegian 1,1,,09R,M,"Nei, jeg forst�r ikke.",,9781508296782_Norwegian_Level_1_QM_018.mp3,9781442321960,9781508296782,"10,15,16"
19,NO,Norwegian 1,1,,10Q,N,"Yes, I understand a little.",,9781508296782_Norwegian_Level_1_QM_019.mp3,9781442321960,9781508296782,"10,15,16"
20,NO,Norwegian 1,1,,10R,M,"Ja, jeg forst�r litt.",,9781508296782_Norwegian_Level_1_QM_020.mp3,9781442321960,9781508296782,"10,15,16"
21,NO,Norwegian 1,2,,01Q,N,"Just fine, thanks.",,9781508296782_Norwegian_Level_1_QM_021.mp3,9781442321960,9781508296782,13
22,NO,Norwegian 1,2,,01R,F,"Bare bra, takk.",,9781508296782_Norwegian_Level_1_QM_022.mp3,9781442321960,9781508296782,13
23,NO,Norwegian 1,2,,02Q,N,How are you?,,9781508296782_Norwegian_Level_1_QM_023.mp3,9781442321960,9781508296782,"10,13"
24,NO,Norwegian 1,2,,02R,F,Hvordan har du det?,,9781508296782_Norwegian_Level_1_QM_024.mp3,9781442321960,9781508296782,"10,13"
25,NO,Norwegian 1,2,,03Q,N,Not so much.,,9781508296782_Norwegian_Level_1_QM_025.mp3,9781442321960,9781508296782,"7,15"
26,NO,Norwegian 1,2,,03R,F,Ikke s� mye.,,9781508296782_Norwegian_Level_1_QM_026.mp3,9781442321960,9781508296782,"7,15"
27,NO,Norwegian 1,2,,04Q,N,I don�t understand so much Norwegian.,,9781508296782_Norwegian_Level_1_QM_027.mp3,9781442321960,9781508296782,"10,13,15"
28,NO,Norwegian 1,2,,04R,F,Jeg forst�r ikke s� mye norsk.,,9781508296782_Norwegian_Level_1_QM_028.mp3,9781442321960,9781508296782,"10,13,15"
29,NO,Norwegian 1,2,,05Q,N,"I�m just fine, thanks.",,9781508296782_Norwegian_Level_1_QM_029.mp3,9781442321960,9781508296782,13
30,NO,Norwegian 1,2,,05R,F,"Jeg har det bare bra, takk.",,9781508296782_Norwegian_Level_1_QM_030.mp3,9781442321960,9781508296782,13
31,NO,Norwegian 1,2,,06Q,N,I�m fine.,,9781508296782_Norwegian_Level_1_QM_031.mp3,9781442321960,9781508296782,"10,13"
32,NO,Norwegian 1,2,,06R,M,Jeg har det bra.,,9781508296782_Norwegian_Level_1_QM_032.mp3,9781442321960,9781508296782,"10,13"
33,NO,Norwegian 1,2,,07Q,N,Good-bye!,,9781508296782_Norwegian_Level_1_QM_033.mp3,9781442321960,9781508296782,"10,16"
34,NO,Norwegian 1,2,,07R,M,Ha det bra.,,9781508296782_Norwegian_Level_1_QM_034.mp3,9781442321960,9781508296782,"10,16"
35,NO,Norwegian 1,2,,08Q,N,I understand a little English.,,9781508296782_Norwegian_Level_1_QM_035.mp3,9781442321960,9781508296782,"10,15"
36,NO,Norwegian 1,2,,08R,M,Jeg forst�r litt engelsk.,,9781508296782_Norwegian_Level_1_QM_036.mp3,9781442321960,9781508296782,"10,15"
37,NO,Norwegian 1,2,,09Q,N,Not so bad.,,9781508296782_Norwegian_Level_1_QM_037.mp3,9781442321960,9781508296782,"7,10,13"
38,NO,Norwegian 1,2,,09R,M,Ikke s� verst.,,9781508296782_Norwegian_Level_1_QM_038.mp3,9781442321960,9781508296782,"7,10,13"
39,NO,Norwegian 1,2,,10Q,N,I don�t understand so much.,,9781508296782_Norwegian_Level_1_QM_039.mp3,9781442321960,9781508296782,"10,15"
40,NO,Norwegian 1,2,,10R,M,Jeg forst�r ikke s� mye.,,9781508296782_Norwegian_Level_1_QM_040.mp3,9781442321960,9781508296782,"10,15"
41,NO,Norwegian 1,3,,01Q,N,You understand very well.,,9781508296782_Norwegian_Level_1_QM_041.mp3,9781442321960,9781508296782,"13,15"
42,NO,Norwegian 1,3,,01R,F,Du forst�r meget bra.,,9781508296782_Norwegian_Level_1_QM_042.mp3,9781442321960,9781508296782,"13,15"
43,NO,Norwegian 1,3,,02Q,N,Are you well?,,9781508296782_Norwegian_Level_1_QM_043.mp3,9781442321960,9781508296782,"13,16"
44,NO,Norwegian 1,3,,02R,F,Har du det bra?,,9781508296782_Norwegian_Level_1_QM_044.mp3,9781442321960,9781508296782,"13,16"
45,NO,Norwegian 1,3,,03Q,N,I�m not American.,,9781508296782_Norwegian_Level_1_QM_045.mp3,9781442321960,9781508296782,"10,13,16"
46,NO,Norwegian 1,3,,03R,F,Jeg er ikke amerikansk.,,9781508296782_Norwegian_Level_1_QM_046.mp3,9781442321960,9781508296782,"10,13,16"
47,NO,Norwegian 1,3,,04Q,N,I�m quite well.,,9781508296782_Norwegian_Level_1_QM_047.mp3,9781442321960,9781508296782,13
48,NO,Norwegian 1,3,,04R,F,Jeg har det ganske bra.,,9781508296782_Norwegian_Level_1_QM_048.mp3,9781442321960,9781508296782,13
49,NO,Norwegian 1,3,,05Q,N,I�m not well.,,9781508296782_Norwegian_Level_1_QM_049.mp3,9781442321960,9781508296782,"13,15,16"
50,NO,Norwegian 1,3,,05R,F,Jeg har det ikke bra.,,9781508296782_Norwegian_Level_1_QM_050.mp3,9781442321960,9781508296782,"13,15,16"
51,NO,Norwegian 1,3,,06Q,N,I think you understand very well.,,9781508296782_Norwegian_Level_1_QM_051.mp3,9781442321960,9781508296782,"10,13,15"
52,NO,Norwegian 1,3,,06R,M,Jeg synes du forst�r meget bra.,,9781508296782_Norwegian_Level_1_QM_052.mp3,9781442321960,9781508296782,"10,13,15"
53,NO,Norwegian 1,3,,07Q,N,"Quite well, thanks.",,9781508296782_Norwegian_Level_1_QM_053.mp3,9781442321960,9781508296782,13
54,NO,Norwegian 1,3,,07R,M,"Ganske bra, takk.",,9781508296782_Norwegian_Level_1_QM_054.mp3,9781442321960,9781508296782,13
55,NO,Norwegian 1,3,,08Q,N,I don�t understand so much English.,,9781508296782_Norwegian_Level_1_QM_055.mp3,9781442321960,9781508296782,"10,15"
56,NO,Norwegian 1,3,,08R,M,Jeg forst�r ikke s� mye engelsk.,,9781508296782_Norwegian_Level_1_QM_056.mp3,9781442321960,9781508296782,"10,15"
57,NO,Norwegian 1,3,,09Q,N,I�m American.,,9781508296782_Norwegian_Level_1_QM_057.mp3,9781442321960,9781508296782,16
58,NO,Norwegian 1,3,,09R,M,Jeg er amerikansk.,,9781508296782_Norwegian_Level_1_QM_058.mp3,9781442321960,9781508296782,16
