Rec #,Lang,Course,Lesson,Cluster,Qz #,Spkr,Cue,Transliteration,MP3 Snippet File Name,MP3 Audio ISBN,Premium ISBN,Skills
1,SC,Spanish (Spain-Castilian) 2,1,,01Q,N,To what movie theater are we going?,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_001.mp3,9781508253297,9781797129419,1
2,SC,Spanish (Spain-Castilian) 2,1,,01R,F,¿A qué cine vamos?,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_002.mp3,9781508253297,9781797129419,1
3,SC,Spanish (Spain-Castilian) 2,1,,02Q,N,How long does it take to get there?,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_003.mp3,9781508253297,9781797129419,4
4,SC,Spanish (Spain-Castilian) 2,1,,02R,F,¿Cuánto tiempo se tarda en llegar?,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_004.mp3,9781508253297,9781797129419,4
5,SC,Spanish (Spain-Castilian) 2,1,,03Q,N,Where do you work?,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_005.mp3,9781508253297,9781797129419,"16,20"
6,SC,Spanish (Spain-Castilian) 2,1,,03R,F,¿Dónde trabajas?,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_006.mp3,9781508253297,9781797129419,"16,20"
7,SC,Spanish (Spain-Castilian) 2,1,,04Q,N,Half an hour to get there?,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_007.mp3,9781508253297,9781797129419,"4,17"
8,SC,Spanish (Spain-Castilian) 2,1,,04R,F,¿Media hora en llegar?,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_008.mp3,9781508253297,9781797129419,"4,17"
9,SC,Spanish (Spain-Castilian) 2,1,,05Q,N,Of course I can help you. (informal),,9781797129419_Spanish_(Spain-Castilian)_2_QZ_009.mp3,9781508253297,9781797129419,16
10,SC,Spanish (Spain-Castilian) 2,1,,05R,F,Por supuesto que puedo ayudarte.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_010.mp3,9781508253297,9781797129419,16
11,SC,Spanish (Spain-Castilian) 2,1,,06Q,N,What film are you going to see? (informal),,9781797129419_Spanish_(Spain-Castilian)_2_QZ_011.mp3,9781508253297,9781797129419,1
12,SC,Spanish (Spain-Castilian) 2,1,,06R,M,¿Qué película vas a ver?,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_012.mp3,9781508253297,9781797129419,1
13,SC,Spanish (Spain-Castilian) 2,1,,07Q,N,It takes half an hour to get there.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_013.mp3,9781508253297,9781797129419,"4,16,17"
14,SC,Spanish (Spain-Castilian) 2,1,,07R,M,Se tarda media hora en llegar.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_014.mp3,9781508253297,9781797129419,"4,16,17"
15,SC,Spanish (Spain-Castilian) 2,1,,08Q,N,I have to work.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_015.mp3,9781508253297,9781797129419,"16,20"
16,SC,Spanish (Spain-Castilian) 2,1,,08R,M,Tengo que trabajar.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_016.mp3,9781508253297,9781797129419,"16,20"
17,SC,Spanish (Spain-Castilian) 2,1,,09Q,N,You work a lot. (informal),,9781797129419_Spanish_(Spain-Castilian)_2_QZ_017.mp3,9781508253297,9781797129419,20
18,SC,Spanish (Spain-Castilian) 2,1,,09R,M,Trabajas mucho.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_018.mp3,9781508253297,9781797129419,20
19,SC,Spanish (Spain-Castilian) 2,1,,10Q,N,I go by subway.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_019.mp3,9781508253297,9781797129419,"16,18"
20,SC,Spanish (Spain-Castilian) 2,1,,10R,M,Voy en metro.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_020.mp3,9781508253297,9781797129419,"16,18"
21,SC,Spanish (Spain-Castilian) 2,2,,01Q,N,Unfortunately not.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_021.mp3,9781508253297,9781797129419,7
22,SC,Spanish (Spain-Castilian) 2,2,,01R,F,Desgraciadamente no.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_022.mp3,9781508253297,9781797129419,7
23,SC,Spanish (Spain-Castilian) 2,2,,02Q,N,It’s a very big city.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_023.mp3,9781508253297,9781797129419,18
24,SC,Spanish (Spain-Castilian) 2,2,,02R,F,Es una ciudad muy grande.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_024.mp3,9781508253297,9781797129419,18
25,SC,Spanish (Spain-Castilian) 2,2,,03Q,N,Until tomorrow.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_025.mp3,9781508253297,9781797129419,"16,17"
26,SC,Spanish (Spain-Castilian) 2,2,,03R,F,Hasta mañana.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_026.mp3,9781508253297,9781797129419,"16,17"
27,SC,Spanish (Spain-Castilian) 2,2,,04Q,N,I arrived yesterday morning.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_027.mp3,9781508253297,9781797129419,"17,18"
28,SC,Spanish (Spain-Castilian) 2,2,,04R,F,Llegué ayer por la mañana.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_028.mp3,9781508253297,9781797129419,"17,18"
29,SC,Spanish (Spain-Castilian) 2,2,,05Q,N,"Next, take the first street.",,9781797129419_Spanish_(Spain-Castilian)_2_QZ_029.mp3,9781508253297,9781797129419,4
30,SC,Spanish (Spain-Castilian) 2,2,,05R,F,"Luego, tome la primera calle.",,9781797129419_Spanish_(Spain-Castilian)_2_QZ_030.mp3,9781508253297,9781797129419,4
31,SC,Spanish (Spain-Castilian) 2,2,,06Q,N,I want to see the city with you. (informal),,9781797129419_Spanish_(Spain-Castilian)_2_QZ_031.mp3,9781508253297,9781797129419,18
32,SC,Spanish (Spain-Castilian) 2,2,,06R,M,Quiero ver la ciudad contigo.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_032.mp3,9781508253297,9781797129419,18
33,SC,Spanish (Spain-Castilian) 2,2,,07Q,N,I want to visit her right now.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_033.mp3,9781508253297,9781797129419,17
34,SC,Spanish (Spain-Castilian) 2,2,,07R,M,Quiero visitarla ahora mismo.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_034.mp3,9781508253297,9781797129419,17
35,SC,Spanish (Spain-Castilian) 2,2,,08Q,N,We have to go to the pharmacy.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_035.mp3,9781508253297,9781797129419,"8,16"
36,SC,Spanish (Spain-Castilian) 2,2,,08R,M,Tenemos que ir a la farmacia.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_036.mp3,9781508253297,9781797129419,"8,16"
37,SC,Spanish (Spain-Castilian) 2,2,,09Q,N,Take the first street on the right.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_037.mp3,9781508253297,9781797129419,4
38,SC,Spanish (Spain-Castilian) 2,2,,09R,M,Tome la primera calle a la derecha.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_038.mp3,9781508253297,9781797129419,4
39,SC,Spanish (Spain-Castilian) 2,2,,10Q,N,I’m going to visit my friends.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_039.mp3,9781508253297,9781797129419,5
40,SC,Spanish (Spain-Castilian) 2,2,,10R,M,Voy a visitar a mis amigos.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_040.mp3,9781508253297,9781797129419,5
41,SC,Spanish (Spain-Castilian) 2,3,,01Q,N,In the city I don’t need to drive.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_041.mp3,9781508253297,9781797129419,18
42,SC,Spanish (Spain-Castilian) 2,3,,01R,F,En la ciudad no necesito conducir.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_042.mp3,9781508253297,9781797129419,18
43,SC,Spanish (Spain-Castilian) 2,3,,02Q,N,Are you here for work?,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_043.mp3,9781508253297,9781797129419,20
44,SC,Spanish (Spain-Castilian) 2,3,,02R,F,¿Está aquí por trabajo?,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_044.mp3,9781508253297,9781797129419,20
45,SC,Spanish (Spain-Castilian) 2,3,,03Q,N,It’s very near my office.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_045.mp3,9781508253297,9781797129419,20
46,SC,Spanish (Spain-Castilian) 2,3,,03R,F,Está muy cerca de mi oficina.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_046.mp3,9781508253297,9781797129419,20
47,SC,Spanish (Spain-Castilian) 2,3,,04Q,N,I need to rent a car.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_047.mp3,9781508253297,9781797129419,"16,18"
48,SC,Spanish (Spain-Castilian) 2,3,,04R,F,Necesito alquilar un coche.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_048.mp3,9781508253297,9781797129419,"16,18"
49,SC,Spanish (Spain-Castilian) 2,3,,05Q,N,I need a car in three days from now.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_049.mp3,9781508253297,9781797129419,"12,17,18"
50,SC,Spanish (Spain-Castilian) 2,3,,05R,F,Necesito un coche dentro de tres días.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_050.mp3,9781508253297,9781797129419,"12,17,18"
51,SC,Spanish (Spain-Castilian) 2,3,,06Q,N,I don’t need a car right now.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_051.mp3,9781508253297,9781797129419,18
52,SC,Spanish (Spain-Castilian) 2,3,,06R,M,No necesito un coche ahora mismo.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_052.mp3,9781508253297,9781797129419,18
53,SC,Spanish (Spain-Castilian) 2,3,,07Q,N,Thanks for telling me.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_053.mp3,9781508253297,9781797129419,"13,16"
54,SC,Spanish (Spain-Castilian) 2,3,,07R,M,Gracias por decírmelo.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_054.mp3,9781508253297,9781797129419,"13,16"
55,SC,Spanish (Spain-Castilian) 2,3,,08Q,N,I don’t want to drive through Madrid.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_055.mp3,9781508253297,9781797129419,18
56,SC,Spanish (Spain-Castilian) 2,3,,08R,M,No quiero conducir por Madrid.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_056.mp3,9781508253297,9781797129419,18
57,SC,Spanish (Spain-Castilian) 2,3,,09Q,N,I don't have a car.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_057.mp3,9781508253297,9781797129419,"16,18"
58,SC,Spanish (Spain-Castilian) 2,3,,09R,M,No tengo coche.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_058.mp3,9781508253297,9781797129419,"16,18"
59,SC,Spanish (Spain-Castilian) 2,3,,10Q,N,Always I have lived in Madrid.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_059.mp3,9781508253297,9781797129419,7
60,SC,Spanish (Spain-Castilian) 2,3,,10R,M,Siempre he vivido en Madrid.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_060.mp3,9781508253297,9781797129419,7
61,SC,Spanish (Spain-Castilian) 2,4,,01Q,N,In Barcelona Catalan is spoken.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_061.mp3,9781508253297,9781797129419,"15,18"
62,SC,Spanish (Spain-Castilian) 2,4,,01R,F,En Barcelona se habla catalán.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_062.mp3,9781508253297,9781797129419,"15,18"
63,SC,Spanish (Spain-Castilian) 2,4,,02Q,N,I’m here in order to visit a friend of mine. (f),,9781797129419_Spanish_(Spain-Castilian)_2_QZ_063.mp3,9781508253297,9781797129419,5
64,SC,Spanish (Spain-Castilian) 2,4,,02R,F,Estoy aquí para visitar a una amiga mía.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_064.mp3,9781508253297,9781797129419,5
65,SC,Spanish (Spain-Castilian) 2,4,,03Q,N,She works with my husband.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_065.mp3,9781508253297,9781797129419,"5,20"
66,SC,Spanish (Spain-Castilian) 2,4,,03R,F,Trabaja con mi marido.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_066.mp3,9781508253297,9781797129419,"5,20"
67,SC,Spanish (Spain-Castilian) 2,4,,04Q,N,I have to leave without eating.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_067.mp3,9781508253297,9781797129419,"6,18"
68,SC,Spanish (Spain-Castilian) 2,4,,04R,F,Tengo que irme sin comer.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_068.mp3,9781508253297,9781797129419,"6,18"
69,SC,Spanish (Spain-Castilian) 2,4,,05Q,N,I never drink beer.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_069.mp3,9781508253297,9781797129419,6
70,SC,Spanish (Spain-Castilian) 2,4,,05R,F,Nunca bebo cerveza.,,9781797129419_Spanish_(Spain-Castilian)_2_QZ_070.mp3,9781508253297,9781797129419,6
